Data Report Date: 2018-01-01							
Report Analyst: John Sand							
							
order_id	quantity	unit_price	order_date	status	product_type	country	deal_size
10299	29	100	30.09.04	Shipped	Motorcycles	Finland	Medium
10308	20	100	15.10.04	Shipped	Motorcycles	USA	Medium
10318	37	100	02.11.04	Shipped	Motorcycles	USA	Large
10329	26	100	15.11.04	Shipped	Motorcycles	USA	Medium
10339	39	76.67	23.11.04	Shipped	Motorcycles	Japan	Small
10362	22	100	05.01.05	Shipped	Motorcycles	USA	Medium
10374	22	100	02.02.05	Shipped	Motorcycles	Australia	Medium
10388	21	86.77	03.03.05	Shipped	Motorcycles	USA	Small
10403	66	100	08.04.05	Shipped	Motorcycles	UK	Large
10417	56	100	13.05.05	Disputed	Motorcycles	Spain	Large
10105	50	100	11.02.03	Shipped	Classic Cars	Denmark	Large
10119	46	100	28.04.03	Shipped	Classic Cars	Austria	Medium
10129	33	100	12.06.03	Shipped	Classic Cars	UK	Medium
10143	49	100	10.08.03	Shipped	Classic Cars	USA	Medium
10155	32	100	06.10.03	Shipped	Classic Cars	Finland	Medium
10167	44	100	23.10.03	Cancelled	Classic Cars	Sweden	Medium
10178	24	100	08.11.03	Shipped	Classic Cars	France	Medium
10186	26	100	14.11.03	Shipped	Classic Cars	UK	Medium
10197	45	100	26.11.03	Shipped	Classic Cars	Spain	Medium
10209	39	100	09.01.04	Shipped	Classic Cars	USA	Medium
10222	49	100	19.02.04	Shipped	Classic Cars	USA	Medium
10248	20	100	07.05.04	Cancelled	Classic Cars	USA	Small
10261	27	100	17.06.04	Shipped	Classic Cars	Canada	Medium
10273	30	100	21.07.04	Shipped	Classic Cars	Belgium	Medium
10283	25	100	20.08.04	Shipped	Classic Cars	Canada	Small
10295	24	100	10.09.04	Shipped	Classic Cars	USA	Medium
10307	22	100	14.10.04	Shipped	Classic Cars	USA	Small
10316	33	100	01.11.04	Shipped	Classic Cars	UK	Medium
10325	47	64.93	05.11.04	Shipped	Classic Cars	Norway	Medium
10337	25	48.05	21.11.04	Shipped	Classic Cars	USA	Small
10350	26	75.47	02.12.04	Shipped	Classic Cars	Spain	Small
10359	48	54.68	15.12.04	Shipped	Classic Cars	France	Small
10373	39	100	31.01.05	Shipped	Classic Cars	Finland	Medium
10384	34	100	23.02.05	Shipped	Classic Cars	USA	Medium
10395	32	100	17.03.05	Shipped	Classic Cars	France	Medium
10400	64	100	01.04.05	Shipped	Classic Cars	USA	Large
10414	19	100	06.05.05	On Hold	Classic Cars	USA	Small
10103	42	100	29.01.03	Shipped	Classic Cars	Norway	Medium
10114	31	100	01.04.03	Shipped	Classic Cars	France	Medium
10126	22	100	28.05.03	Shipped	Classic Cars	Spain	Medium
10140	26	100	24.07.03	Shipped	Classic Cars	USA	Medium
10150	20	100	19.09.03	Shipped	Classic Cars	Singapore	Medium
10164	21	100	21.10.03	Resolved	Classic Cars	Austria	Medium
10175	33	100	06.11.03	Shipped	Classic Cars	UK	Medium
10183	28	100	13.11.03	Shipped	Classic Cars	USA	Medium
10194	26	100	25.11.03	Shipped	Classic Cars	France	Medium
10207	31	100	09.12.03	Shipped	Classic Cars	USA	Medium
10217	48	100	04.02.04	Shipped	Classic Cars	Singapore	Large
10229	50	100	11.03.04	Shipped	Classic Cars	USA	Medium
10245	28	100	04.05.04	Shipped	Classic Cars	USA	Medium
10259	26	100	15.06.04	Shipped	Classic Cars	Singapore	Medium
10270	32	100	19.07.04	Shipped	Classic Cars	Australia	Medium
10281	44	100	19.08.04	Shipped	Classic Cars	USA	Large
10291	30	100	08.09.04	Shipped	Classic Cars	Sweden	Medium
10305	38	100	13.10.04	Shipped	Classic Cars	USA	Medium
10313	40	100	22.10.04	Shipped	Classic Cars	Canada	Medium
10322	46	61.99	04.11.04	Shipped	Classic Cars	USA	Small
10334	26	100	19.11.04	On Hold	Classic Cars	Sweden	Medium
10347	27	100	29.11.04	Shipped	Classic Cars	Australia	Medium
10357	43	100	10.12.04	Shipped	Classic Cars	USA	Medium
10370	35	65.63	20.01.05	Shipped	Classic Cars	Australia	Small
10381	37	100	17.02.05	Shipped	Classic Cars	USA	Medium
10391	37	46.9	09.03.05	Shipped	Classic Cars	Australia	Small
10411	27	100	01.05.05	Shipped	Classic Cars	Canada	Medium
10425	38	100	31.05.05	In Process	Classic Cars	France	Medium
10108	33	100	03.03.03	Shipped	Classic Cars	Philippines	Medium
10122	42	100	08.05.03	Shipped	Classic Cars	France	Large
10135	42	100	02.07.03	Shipped	Classic Cars	USA	Large
10147	48	100	05.09.03	Shipped	Classic Cars	USA	Large
10159	41	100	10.10.03	Shipped	Classic Cars	USA	Large
10169	30	100	04.11.03	Shipped	Classic Cars	Australia	Medium
10181	27	100	12.11.03	Shipped	Classic Cars	Norway	Medium
10191	21	100	20.11.03	Shipped	Classic Cars	Germany	Medium
10203	20	100	02.12.03	Shipped	Classic Cars	Spain	Medium
10211	41	100	15.01.04	Shipped	Classic Cars	France	Large
10225	27	100	22.02.04	Shipped	Classic Cars	Switzerland	Medium
10238	28	100	09.04.04	Shipped	Classic Cars	Denmark	Medium
10253	24	100	01.06.04	Cancelled	Classic Cars	UK	Medium
10266	44	100	06.07.04	Shipped	Classic Cars	Italy	Large
10276	50	100	02.08.04	Shipped	Classic Cars	USA	Large
10287	21	100	30.08.04	Shipped	Classic Cars	Switzerland	Medium
10300	33	100	04.10.03	Shipped	Classic Cars	Germany	Medium
10310	33	100	16.10.04	Shipped	Classic Cars	Germany	Medium
10320	31	100	03.11.04	Shipped	Classic Cars	Sweden	Medium
10329	41	71.47	15.11.04	Shipped	Classic Cars	USA	Small
10341	45	79.65	24.11.04	Shipped	Classic Cars	Austria	Medium
10363	33	85.39	06.01.05	Shipped	Classic Cars	Finland	Small
10375	45	76	03.02.05	Shipped	Classic Cars	France	Medium
10389	26	99.04	03.03.05	Shipped	Classic Cars	Sweden	Small
10419	12	100	17.05.05	Shipped	Classic Cars	Austria	Small
10105	41	100	11.02.03	Shipped	Classic Cars	Denmark	Large
10117	33	100	16.04.03	Shipped	Classic Cars	Singapore	Medium
10127	46	100	03.06.03	Shipped	Classic Cars	USA	Large
10142	33	100	08.08.03	Shipped	Classic Cars	USA	Large
10153	20	100	28.09.03	Shipped	Classic Cars	Spain	Medium
10165	44	100	22.10.03	Shipped	Classic Cars	Singapore	Large
10176	33	100	06.11.03	Shipped	Classic Cars	Italy	Large
10185	21	100	14.11.03	Shipped	Classic Cars	USA	Medium
10196	47	100	26.11.03	Shipped	Classic Cars	USA	Large
10208	46	100	02.01.04	Shipped	Classic Cars	France	Large
10220	32	100	12.02.04	Shipped	Classic Cars	Ireland	Large
10231	42	100	19.03.04	Shipped	Classic Cars	Spain	Large
10247	44	100	05.05.04	Shipped	Classic Cars	Finland	Large
10272	35	100	20.07.04	Shipped	Classic Cars	USA	Medium
10282	41	100	20.08.04	Shipped	Classic Cars	USA	Large
10293	46	100	09.09.04	Shipped	Classic Cars	Italy	Large
10306	31	100	14.10.04	Shipped	Classic Cars	UK	Medium
10314	38	100	22.10.04	Shipped	Classic Cars	Denmark	Large
10325	42	64	05.11.04	Shipped	Classic Cars	Norway	Small
10336	33	57.22	20.11.04	Shipped	Classic Cars	France	Small
10348	48	52.36	01.11.04	Shipped	Classic Cars	Spain	Small
10359	42	100	15.12.04	Shipped	Classic Cars	France	Medium
10371	32	100	23.01.05	Shipped	Classic Cars	USA	Medium
10382	34	100	17.02.05	Shipped	Classic Cars	USA	Medium
10395	33	69.12	17.03.05	Shipped	Classic Cars	France	Small
10413	36	100	05.05.05	Shipped	Classic Cars	USA	Large
10103	27	100	29.01.03	Shipped	Trucks and Buses	Norway	Medium
10113	21	100	26.03.03	Shipped	Trucks and Buses	USA	Medium
10126	21	100	28.05.03	Shipped	Trucks and Buses	Spain	Small
10140	38	100	24.07.03	Shipped	Trucks and Buses	USA	Medium
10150	30	100	19.09.03	Shipped	Trucks and Buses	Singapore	Medium
10164	49	100	21.10.03	Resolved	Trucks and Buses	Austria	Medium
10174	43	100	06.11.03	Shipped	Trucks and Buses	Australia	Medium
10183	41	100	13.11.03	Shipped	Trucks and Buses	USA	Medium
10194	38	100	25.11.03	Shipped	Trucks and Buses	France	Medium
10206	28	100	05.12.03	Shipped	Trucks and Buses	Canada	Medium
10216	43	100	02.02.04	Shipped	Trucks and Buses	France	Medium
10229	25	100	11.03.04	Shipped	Trucks and Buses	USA	Medium
10245	38	100	04.05.04	Shipped	Trucks and Buses	USA	Medium
10258	41	100	15.06.04	Shipped	Trucks and Buses	Japan	Medium
10270	28	100	19.07.04	Shipped	Trucks and Buses	Australia	Medium
10281	25	100	19.08.04	Shipped	Trucks and Buses	USA	Small
10291	41	100	08.09.04	Shipped	Trucks and Buses	Sweden	Medium
10304	39	100	11.10.04	Shipped	Trucks and Buses	France	Medium
10313	21	100	22.10.04	Shipped	Trucks and Buses	Canada	Small
10322	27	100	04.11.04	Shipped	Trucks and Buses	USA	Medium
10333	33	99.21	18.11.04	Shipped	Trucks and Buses	USA	Medium
10347	29	100	29.11.04	Shipped	Trucks and Buses	Australia	Medium
10357	49	100	10.12.04	Shipped	Trucks and Buses	USA	Medium
10370	49	100	20.01.05	Shipped	Trucks and Buses	Australia	Large
10381	20	100	17.02.05	Shipped	Trucks and Buses	USA	Small
10391	39	63.2	09.03.05	Shipped	Trucks and Buses	Australia	Small
10411	40	100	01.05.05	Shipped	Trucks and Buses	Canada	Medium
10424	49	100	31.05.05	In Process	Trucks and Buses	Spain	Large
10107	21	100	24.02.03	Shipped	Motorcycles	USA	Medium
10121	50	100	07.05.03	Shipped	Motorcycles	France	Large
10134	20	100	01.07.03	Shipped	Motorcycles	France	Small
10145	49	100	25.08.03	Shipped	Motorcycles	USA	Large
10159	38	100	10.10.03	Shipped	Motorcycles	USA	Medium
10169	35	100	04.11.03	Shipped	Motorcycles	Australia	Medium
10180	40	100	11.11.03	Shipped	Motorcycles	France	Medium
10189	28	100	18.11.03	Shipped	Motorcycles	USA	Medium
10201	25	100	01.12.03	Shipped	Motorcycles	USA	Medium
10211	36	100	15.01.04	Shipped	Motorcycles	France	Medium
10224	43	100	21.02.04	Shipped	Motorcycles	France	Medium
10237	32	100	05.04.04	Shipped	Motorcycles	USA	Medium
10251	46	100	18.05.04	Shipped	Motorcycles	USA	Large
10263	48	100	28.06.04	Shipped	Motorcycles	USA	Medium
10276	43	100	02.08.04	Shipped	Motorcycles	USA	Medium
10285	49	100	27.08.04	Shipped	Motorcycles	USA	Medium
10299	24	100	30.09.04	Shipped	Motorcycles	Finland	Medium
10309	26	100	15.10.04	Shipped	Motorcycles	Norway	Medium
10319	30	100	03.11.04	Shipped	Motorcycles	USA	Medium
10329	24	100	15.11.04	Shipped	Motorcycles	USA	Medium
10341	55	100	24.11.04	Shipped	Motorcycles	Austria	Large
10362	22	100	05.01.05	Shipped	Motorcycles	USA	Medium
10375	49	78.92	03.02.05	Shipped	Motorcycles	France	Medium
10388	44	100	03.03.05	Shipped	Motorcycles	USA	Medium
10403	66	100	08.04.05	Shipped	Motorcycles	UK	Large
10417	21	100	13.05.05	Disputed	Motorcycles	Spain	Medium
10104	34	100	31.01.03	Shipped	Classic Cars	Spain	Medium
10117	43	100	16.04.03	Shipped	Classic Cars	Singapore	Medium
10127	46	100	03.06.03	Shipped	Classic Cars	USA	Large
10142	33	100	08.08.03	Shipped	Classic Cars	USA	Medium
10153	42	100	28.09.03	Shipped	Classic Cars	Spain	Medium
10165	34	100	22.10.03	Shipped	Classic Cars	Singapore	Medium
10176	47	100	06.11.03	Shipped	Classic Cars	Italy	Large
10185	33	100	14.11.03	Shipped	Classic Cars	USA	Medium
10196	24	100	26.11.03	Shipped	Classic Cars	USA	Medium
10208	26	100	02.01.04	Shipped	Classic Cars	France	Medium
10220	30	100	12.02.04	Shipped	Classic Cars	Ireland	Medium
10230	43	100	15.03.04	Shipped	Classic Cars	Germany	Large
10247	25	100	05.05.04	Shipped	Classic Cars	Finland	Medium
10272	27	100	20.07.04	Shipped	Classic Cars	USA	Medium
10282	27	100	20.08.04	Shipped	Classic Cars	USA	Medium
10293	24	100	09.09.04	Shipped	Classic Cars	Italy	Medium
10306	34	100	14.10.04	Shipped	Classic Cars	UK	Medium
10314	46	100	22.10.04	Shipped	Classic Cars	Denmark	Medium
10324	27	54.33	05.11.04	Shipped	Classic Cars	USA	Small
10336	33	100	20.11.04	Shipped	Classic Cars	France	Medium
10348	47	100	01.11.04	Shipped	Classic Cars	Spain	Medium
10358	49	55.34	10.12.04	Shipped	Classic Cars	Spain	Small
10372	40	100	26.01.05	Shipped	Classic Cars	Japan	Medium
10382	37	100	17.02.05	Shipped	Classic Cars	USA	Medium
10413	47	100	05.05.05	Shipped	Classic Cars	USA	Large
10108	45	100	03.03.03	Shipped	Classic Cars	Philippines	Medium
10122	37	99.82	08.05.03	Shipped	Classic Cars	France	Medium
10135	48	100	02.07.03	Shipped	Classic Cars	USA	Medium
10147	31	100	05.09.03	Shipped	Classic Cars	USA	Medium
10160	46	100	11.10.03	Shipped	Classic Cars	USA	Medium
10170	47	100	04.11.03	Shipped	Classic Cars	Austria	Medium
10181	28	100	12.11.03	Shipped	Classic Cars	Norway	Small
10191	40	100	20.11.03	Shipped	Classic Cars	Germany	Medium
10203	20	100	02.12.03	Shipped	Classic Cars	Spain	Small
10212	39	100	16.01.04	Shipped	Classic Cars	Spain	Medium
10225	25	99.82	22.02.04	Shipped	Classic Cars	Switzerland	Small
10238	29	100	09.04.04	Shipped	Classic Cars	Denmark	Medium
10253	22	100	01.06.04	Cancelled	Classic Cars	UK	Small
10266	22	100	06.07.04	Shipped	Classic Cars	Italy	Small
10276	47	100	02.08.04	Shipped	Classic Cars	USA	Medium
10287	45	100	30.08.04	Shipped	Classic Cars	Switzerland	Medium
10300	29	100	04.10.03	Shipped	Classic Cars	Germany	Medium
10310	24	100	16.10.04	Shipped	Classic Cars	Germany	Medium
10320	35	100	03.11.04	Shipped	Classic Cars	Sweden	Medium
10329	46	83.63	15.11.04	Shipped	Classic Cars	USA	Medium
10341	44	95.93	24.11.04	Shipped	Classic Cars	Austria	Medium
10363	34	96.73	06.01.05	Shipped	Classic Cars	Finland	Medium
10376	35	100	08.02.05	Shipped	Classic Cars	USA	Medium
10389	25	72.38	03.03.05	Shipped	Classic Cars	Sweden	Small
10419	10	100	17.05.05	Shipped	Classic Cars	Austria	Small
10105	29	100	11.02.03	Shipped	Classic Cars	Denmark	Medium
10117	39	100	16.04.03	Shipped	Classic Cars	Singapore	Medium
10127	42	100	03.06.03	Shipped	Classic Cars	USA	Large
10142	46	100	08.08.03	Shipped	Classic Cars	USA	Large
10153	49	100	28.09.03	Shipped	Classic Cars	Spain	Large
10165	27	100	22.10.03	Shipped	Classic Cars	Singapore	Medium
10176	50	100	06.11.03	Shipped	Classic Cars	Italy	Large
10185	43	100	14.11.03	Shipped	Classic Cars	USA	Large
10196	38	100	26.11.03	Shipped	Classic Cars	USA	Large
10208	20	100	02.01.04	Shipped	Classic Cars	France	Medium
10220	27	100	12.02.04	Shipped	Classic Cars	Ireland	Medium
10231	49	100	19.03.04	Shipped	Classic Cars	Spain	Medium
10247	27	100	05.05.04	Shipped	Classic Cars	Finland	Medium
10272	39	100	20.07.04	Shipped	Classic Cars	USA	Large
10282	24	100	20.08.04	Shipped	Classic Cars	USA	Medium
10293	45	100	09.09.04	Shipped	Classic Cars	Italy	Large
10306	20	100	14.10.04	Shipped	Classic Cars	UK	Medium
10314	36	100	22.10.04	Shipped	Classic Cars	Denmark	Medium
10325	24	100	05.11.04	Shipped	Classic Cars	Norway	Small
10336	49	63.38	20.11.04	Shipped	Classic Cars	France	Medium
10349	26	100	01.12.04	Shipped	Classic Cars	USA	Medium
10359	49	62.09	15.12.04	Shipped	Classic Cars	France	Medium
10372	34	100	26.01.05	Shipped	Classic Cars	Japan	Medium
10382	34	95.35	17.02.05	Shipped	Classic Cars	USA	Medium
10396	33	100	23.03.05	Shipped	Classic Cars	USA	Medium
10413	22	100	05.05.05	Shipped	Classic Cars	USA	Medium
10108	39	89.38	03.03.03	Shipped	Classic Cars	Philippines	Medium
10122	32	63.84	08.05.03	Shipped	Classic Cars	France	Small
10135	24	75.01	02.07.03	Shipped	Classic Cars	USA	Small
10147	21	63.84	05.09.03	Shipped	Classic Cars	USA	Small
10159	24	73.42	10.10.03	Shipped	Classic Cars	USA	Small
10169	36	63.84	04.11.03	Shipped	Classic Cars	Australia	Small
10181	20	81.4	12.11.03	Shipped	Classic Cars	Norway	Small
10191	30	64.64	20.11.03	Shipped	Classic Cars	Germany	Small
10203	44	82.99	02.12.03	Shipped	Classic Cars	Spain	Medium
10211	28	92.57	15.01.04	Shipped	Classic Cars	France	Small
10225	37	77.41	22.02.04	Shipped	Classic Cars	Switzerland	Small
10238	20	74.21	09.04.04	Shipped	Classic Cars	Denmark	Small
10253	25	90.17	01.06.04	Cancelled	Classic Cars	UK	Small
10266	35	76.61	06.07.04	Shipped	Classic Cars	Italy	Small
10276	38	83.79	02.08.04	Shipped	Classic Cars	USA	Medium
10287	41	69.43	30.08.04	Shipped	Classic Cars	Switzerland	Small
10300	22	76.61	04.10.03	Shipped	Classic Cars	Germany	Small
10310	49	81.4	16.10.04	Shipped	Classic Cars	Germany	Medium
10320	38	73.42	03.11.04	Shipped	Classic Cars	Sweden	Small
10329	33	100	15.11.04	Shipped	Classic Cars	USA	Medium
10341	36	93.56	24.11.04	Shipped	Classic Cars	Austria	Medium
10363	34	81.62	06.01.05	Shipped	Classic Cars	Finland	Small
10377	24	67.83	09.02.05	Shipped	Classic Cars	Finland	Small
10389	36	70.26	03.03.05	Shipped	Classic Cars	Sweden	Small
10419	34	90.17	17.05.05	Shipped	Classic Cars	Austria	Medium
10104	41	100	31.01.03	Shipped	Trucks and Buses	Spain	Medium
10115	46	100	04.04.03	Shipped	Trucks and Buses	USA	Medium
10127	24	100	03.06.03	Shipped	Trucks and Buses	USA	Small
10141	21	100	01.08.03	Shipped	Trucks and Buses	Finland	Small
10151	24	100	21.09.03	Shipped	Trucks and Buses	Finland	Medium
10165	48	100	22.10.03	Shipped	Trucks and Buses	Singapore	Medium
10175	26	100	06.11.03	Shipped	Trucks and Buses	UK	Medium
10184	37	100	14.11.03	Shipped	Trucks and Buses	Spain	Medium
10195	49	100	25.11.03	Shipped	Trucks and Buses	USA	Medium
10207	34	99.54	09.12.03	Shipped	Trucks and Buses	USA	Medium
10219	48	100	10.02.04	Shipped	Trucks and Buses	USA	Medium
10229	36	100	11.03.04	Shipped	Trucks and Buses	USA	Medium
10246	46	100	05.05.04	Shipped	Trucks and Buses	Spain	Medium
10259	46	100	15.06.04	Shipped	Trucks and Buses	Singapore	Medium
10271	31	97.17	20.07.04	Shipped	Trucks and Buses	USA	Medium
10281	41	100	19.08.04	Shipped	Trucks and Buses	USA	Medium
10292	21	100	08.09.04	Shipped	Trucks and Buses	USA	Small
10305	38	100	13.10.04	Shipped	Trucks and Buses	USA	Medium
10314	45	100	22.10.04	Shipped	Trucks and Buses	Denmark	Medium
10324	26	58.38	05.11.04	Shipped	Trucks and Buses	USA	Small
10336	38	100	20.11.04	Shipped	Trucks and Buses	France	Medium
10349	48	100	01.12.04	Shipped	Trucks and Buses	USA	Medium
10358	42	64.16	10.12.04	Shipped	Trucks and Buses	Spain	Small
10371	49	35.71	23.01.05	Shipped	Trucks and Buses	USA	Small
10382	32	66.58	17.02.05	Shipped	Trucks and Buses	USA	Small
10412	54	100	03.05.05	Shipped	Trucks and Buses	Spain	Medium
10425	33	100	31.05.05	In Process	Trucks and Buses	France	Medium
10108	36	100	03.03.03	Shipped	Classic Cars	Philippines	Medium
10122	20	100	08.05.03	Shipped	Classic Cars	France	Small
10135	29	97.89	02.07.03	Shipped	Classic Cars	USA	Small
10147	33	97.89	05.09.03	Shipped	Classic Cars	USA	Medium
10160	50	100	11.10.03	Shipped	Classic Cars	USA	Medium
10170	41	100	04.11.03	Shipped	Classic Cars	Austria	Medium
10181	36	100	12.11.03	Shipped	Classic Cars	Norway	Medium
10192	27	100	20.11.03	Shipped	Classic Cars	USA	Medium
10203	47	100	02.12.03	Shipped	Classic Cars	Spain	Medium
10212	33	100	16.01.04	Shipped	Classic Cars	Spain	Medium
10225	21	100	22.02.04	Shipped	Classic Cars	Switzerland	Small
10239	21	93.28	12.04.04	Shipped	Classic Cars	Finland	Small
10253	41	100	01.06.04	Cancelled	Classic Cars	UK	Medium
10266	40	100	06.07.04	Shipped	Classic Cars	Italy	Medium
10277	28	100	04.08.04	Shipped	Classic Cars	Singapore	Medium
10287	23	100	30.08.04	Shipped	Classic Cars	Switzerland	Small
10300	23	100	04.10.03	Shipped	Classic Cars	Germany	Small
10310	25	100	16.10.04	Shipped	Classic Cars	Germany	Small
10321	24	100	04.11.04	Shipped	Classic Cars	USA	Small
10329	39	64.74	15.11.04	Shipped	Classic Cars	USA	Small
10341	55	75.2	24.11.04	Shipped	Classic Cars	Austria	Medium
10363	46	88.45	06.01.05	Shipped	Classic Cars	Finland	Medium
10377	50	100	09.02.05	Shipped	Classic Cars	Finland	Medium
10389	47	100	03.03.05	Shipped	Classic Cars	Sweden	Medium
10405	97	93.28	14.04.05	Shipped	Classic Cars	France	Large
10419	32	100	17.05.05	Shipped	Classic Cars	Austria	Medium
10103	35	100	29.01.03	Shipped	Trucks and Buses	Norway	Medium
10113	49	100	26.03.03	Shipped	Trucks and Buses	USA	Medium
10126	38	100	28.05.03	Shipped	Trucks and Buses	Spain	Medium
